# Generated by scripts/import-romance-lexicons.py; do not edit.
# Lexical pronunciation authority: Montreal Forced Aligner Portuguese dictionaries.
# Pinned mfa-models commit: d6eff86a42c6a90b641e17dfdf7a16555b934483.
# Sources: dictionary/portuguese/brazil_mfa/portuguese_brazil_mfa.dict, dictionary/portuguese/portugal_mfa/portuguese_portugal_mfa.dict.
# Source MFA phones are retained verbatim after NFC normalization.
# word	dialect-membership	mfa-phones
abolicionistas	portugal	ɐ β u l i s j u n i ʃ t ɐ ʃ
abolida	portugal	ɐ β u l i ð ɐ
abolimos	portugal	ɐ β u l i m u ʃ
abolindo	portugal	ɐ β u l ĩ d u
abolir	portugal	ɐ β u l i ɾ
aboliram	portugal	ɐ β u l i ɾ ɐ̃ w̃
aboliu	portugal	ɐ β u l i w
abolição	brazil	a b o ʎ i s ɐ̃ w̃
abolição	portugal	ɐ β u l i s ɐ̃ w̃
abombado	portugal	ɐ b õ b a d u
abomina	portugal	ɐ β u m i n ɐ
abominais	portugal	ɐ β u m i n a j ʃ
abominam	portugal	ɐ β u m i n ɐ̃ w̃
abominamos	portugal	ɐ β u m i n a m u ʃ
abominar	portugal	ɐ β u m i n a ɾ
abominaveis	portugal	ɐ β u m i n a v ɛ ʃ
abominavel	portugal	ɐ β u m i n ɐ v ɛ l
abominação	portugal	ɐ β u m i n ɐ s ɐ̃ w̃
abominações	portugal	ɐ β u m i n ɐ s õ j̃ ʃ
abomino	portugal	ɐ β u m i n u
abomináveis	portugal	ɐ β u m i n a v ɛ ʃ
abominável	portugal	ɐ β u m i n a v ɛ l
abona	portugal	ɐ β u n ɐ
abonança	portugal	ɐ β u n ɐ̃ s ɐ
abonançam	portugal	ɐ β u n ɐ̃ s ɐ̃ w̃
abondança	portugal	ɐ β õ d ɐ̃ s ɐ
abono	portugal	ɐ β u n u
aborda	brazil	a b o x d a
aborda	portugal	ɐ b o ɾ ð ɐ
abordado	brazil	a b o x d a d u
abordado	portugal	ɐ b u ɾ ð a ð u
abordados	brazil	a b o x d a d u s
abordados	portugal	ɐ b u ɾ ð a ð u ʃ
abordagem	brazil	a b o x d a ʒ ẽ j̃
abordagem	portugal	ɐ b o ɾ d a ʒ ɐ̃ j̃
abordagens	brazil	a b o x d a ʒ ẽ ʃ
abordagens	portugal	ɐ b o ɾ d a ʒ ɐ̃ j̃ ʃ
abordam	portugal	ɐ b u ɾ d ɐ̃ w̃
abordamos	brazil	a b o x d ɐ m u s
abordamos	portugal	ɐ b o ɾ d a m u ʃ
abordando	portugal	ɐ b o ɾ d ɐ̃ d u
abordar	brazil	a b o x d a x
abordar	portugal	ɐ β u ɾ ð a ɾ
abordavam	portugal	ɐ b o ɾ d a v ɐ̃ w̃
abordoado	portugal	ɐ b u ɾ d u a d u
abordoando	portugal	ɐ b o ɾ d w ɐ̃ d u
aborigenes	portugal	ɐ b o ɾ i ʒ ɨ n ɨ ʃ
aborrece	portugal	ɐ β u ʁ ɨ s ɨ
aborrecedores	portugal	ɐ β u ʁ ɨ s ɨ ð o ɾ ɨ ʃ
aborrecem	portugal	ɐ β u ʁ ɨ s ɐ̃ j̃
aborrecendo	portugal	ɐ β u ʁ ɨ s ẽ d u
aborrecer	brazil	a b o x e s e x
aborrecer	portugal	ɐ β u ʁ ɨ s e ɾ
aborreceram	portugal	ɐ β u ʁ ɨ s ɛ ɾ ɐ̃ w̃
aborrecerem	portugal	ɐ β u ʁ ɨ s e ɾ ɐ̃ j̃
aborreceu	portugal	ɐ β u ʁ ɨ s e w
aborrecia	portugal	ɐ β u ʁ e s i ɐ
aborreciam	portugal	ɐ β u ʁ e s i ɐ̃ w̃
aborrecida	portugal	ɐ β u ʁ e s i ð ɐ
aborrecidas	portugal	ɐ β u ʁ e s i ð ɐ ʃ
aborrecido	brazil	a b o x e s i d u
aborrecido	portugal	ɐ β u ʁ e s i ð u
aborrecimento	brazil	a b o x e s i m ẽ t u
aborrecimento	portugal	ɐ β u ʁ e s i m ẽ t u
aborrecimentos	portugal	ɐ β u ʁ e s i m ẽ t u ʃ
aborrecivel	portugal	ɐ β u ʁ e s i v ɛ l
aborrecê	portugal	ɐ β u ʁ e s e
aborrecíveis	portugal	ɐ β u ʁ e s i v ɛ ʃ
aborreça	portugal	ɐ β u ʁ ɛ s ɐ
aborreço	portugal	ɐ β u ʁ ɛ s u
abortadas	portugal	ɐ b ɔ ɾ t ɐ ð ɐ ʃ
abortamento	portugal	ɐ b ɔ ɾ t ɐ m ẽ t u
abortar	brazil	a b o x t a x
abortar	portugal	ɐ β u ɾ t a ɾ
abortaram	portugal	ɐ b o ɾ t a ɾ ɐ̃ w̃
aborte	portugal	ɐ b ɔ ɾ t ɨ
abortismo	brazil	a b o x tʃ i z m u
aborto	brazil	a b o x t u
aborto	brazil	a b ɔ x t u
aborto	portugal	ɐ b o ɾ t u
aborto	portugal	ɐ b ɔ ɾ t u
abortícia	portugal	ɐ b o ɾ t i s j ɐ
abortícias	portugal	ɐ b o ɾ t i s j ɐ ʃ
aborígene	portugal	ɐ β u ɾ i ʒ ɨ n ɨ
aborígenes	portugal	ɐ β u ɾ i ʒ ɨ n ɨ ʃ
aborígine	portugal	ɐ β u ɾ i ʒ i n ɨ
abotoada	portugal	ɐ β u t w a ð ɐ
abotoadas	portugal	ɐ β u t w a ð ɐ ʃ
abotoado	portugal	ɐ β u t w a ð u
abotoados	portugal	ɐ β u t w a ð u ʃ
abotoadura	brazil	a b o t o a d u ɾ ɐ
abotoadura	portugal	ɐ β u t w ɐ ð u ɾ ɐ
abotoam	portugal	ɐ β u t o ɐ̃ w̃
abotoando	portugal	ɐ β u t w ɐ̃ d u
abotoar	portugal	ɐ b u t w a ɾ
abotoara	portugal	ɐ β u t w a ɾ ɐ
abotoava	portugal	ɐ β u t o a v ɐ
abotoei	portugal	ɐ β u t u e j
abotoou	portugal	ɐ β u t o o w
aboukir	portugal	ɐ β o w c i ɾ
about	portugal	ɐ β o w t
abra	brazil	a b ɾ ɐ
abra	portugal	ɐ b ɾ ɐ
abrace	brazil	a b ɾ a s i
abrace	portugal	ɐ b ɾ ɐ s ɨ
abracei	portugal	ɐ b ɾ ɐ s e j
abracem	portugal	ɐ b ɾ ɐ s ɐ̃ j̃
abrahao	brazil	a b ɾ ɐ̃ x a w
abrahao	portugal	ɐ β ɾ a w
abrahão	portugal	ɐ β ɾ ɐ̃ w̃
abram	portugal	ɐ β ɾ ɐ̃ w̃
abramos	portugal	ɐ β ɾ a m u ʃ
abranda	portugal	ɐ b ɾ ɐ̃ d ɐ
abrandada	portugal	ɐ b ɾ ɐ̃ d a ð ɐ
abrandamento	brazil	a b ɾ ɐ̃ d ɐ m ẽ t u
abrandamento	portugal	ɐ β ɾ ɐ̃ d ɐ m ẽ t u
abrandando	portugal	ɐ b ɾ ɐ̃ d ɐ̃ d u
abrandar	brazil	a b ɾ ɐ̃ d a x
abrandar	portugal	ɐ b ɾ ɐ̃ d a ɾ
abrandarem	portugal	ɐ b ɾ ɐ̃ d a ɾ ɐ̃ j̃
abrando	brazil	a b ɾ ɐ̃ d u
abrando	portugal	ɐ b ɾ ɐ̃ d u
abrandou	portugal	ɐ β ɾ ɐ̃ d o w
abrandá	portugal	ɐ β ɾ ɐ̃ d a
abrange	brazil	a b ɾ ɐ̃ ʒ i
abrange	portugal	ɐ β ɾ ɐ̃ ʒ ɨ
abrangendo	portugal	ɐ β ɾ ɐ̃ ʒ ẽ d u
abrangente	brazil	a b ɾ ɐ̃ ʒ ẽ tʃ i
abrangente	portugal	ɐ β ɾ ɐ̃ ʒ ẽ t ɨ
abranger	brazil	a b ɾ ɐ̃ ʒ e x
abranger	portugal	ɐ β ɾ ɐ̃ ʒ e ɾ
abranges	portugal	ɐ β ɾ ɐ̃ ʒ ɨ ʃ
abrangesse	portugal	ɐ β ɾ ɐ̃ ʒ e s ɨ
abrangeu	portugal	ɐ β ɾ ɐ̃ ʒ e w
abrangia	portugal	ɐ β ɾ ɐ̃ ʒ i a
abrangiam	portugal	ɐ β ɾ ɐ̃ ʒ i ɐ̃ w̃
abrangida	portugal	ɐ β ɾ ɐ̃ ʒ i ð ɐ
abrangido	portugal	ɐ β ɾ ɐ̃ ʒ i ð u
abrangidos	portugal	ɐ β ɾ ɐ̃ ʒ i ð u ʃ
abrangê	portugal	ɐ β ɾ ɐ̃ ʒ e
abrangência	brazil+portugal	a b ɾ ɐ̃ ʒ ẽ s j a
abrangências	brazil	a b ɾ ɐ̃ ʒ ẽ s i ɐ s
abrantes	portugal	ɐ β ɾ ɐ̃ t ɨ ʃ
abrasa	portugal	ɐ β ɾ a z ɐ
abrasada	portugal	ɐ β ɾ a z a ð ɐ
abrasadas	portugal	ɐ β ɾ a z a d ɐ ʃ
abrasado	portugal	ɐ β ɾ a z a d u
abrasador	portugal	ɐ β ɾ a z a d o ɾ
abrasadora	portugal	ɐ β ɾ a z ɐ ð o ɾ ɐ
abrasadoramente	portugal	ɐ β ɾ a z a d o ɾ ɐ m ẽ t ɨ
abrasadoras	portugal	ɐ β ɾ a z ɐ ð o ɾ ɐ ʃ
abrasados	portugal	ɐ β ɾ a z a ð u ʃ
abrasante	portugal	ɐ β ɾ a z ɐ̃ t ɨ
abrasantes	portugal	ɐ β ɾ a z ɐ̃ t ɨ ʃ
abrasar	portugal	ɐ β ɾ a z a ɾ
abrasara	portugal	ɐ β ɾ a z a ɾ ɐ
abrasariam	portugal	ɐ β ɾ a z ɐ ɾ i ɐ̃ w̃
abrasas	portugal	ɐ β ɾ a z ɐ ʃ
abrasava	portugal	ɐ β ɾ a z a v ɐ
abrasavam	portugal	ɐ β ɾ a z a v ɐ̃ w̃
abrasax	brazil	a b ɾ a s a k s
abrase	portugal	ɐ β ɾ a z ɨ
abrasileirou	portugal	ɐ b ɾ ɐ z i l ɐ j ɾ o w
abrasáva	portugal	ɐ β ɾ a v ɐ
abrasões	brazil	a b ɾ a z õ j̃ s
abrasões	portugal	ɐ β ɾ a z õ j̃ ʃ
abrazam	portugal	ɐ β ɾ a z ɐ̃ w̃
abraão	brazil	a b ɾ a ɐ̃ w̃
abraão	brazil	a b ɾ ɐ̃ w̃
abraão	portugal	ɐ β ɾ ɐ̃ w̃
abraça	brazil	a b ɾ a s a
abraça	portugal	ɐ β ɾ a s ɐ
abraçada	portugal	ɐ b ɾ ɐ s a ð ɐ
abraçado	brazil	a b ɾ a s a d u
abraçado	portugal	ɐ b ɾ ɐ s a ð u
abraçados	portugal	ɐ b ɾ ɐ s a ð u ʃ
abraçal	portugal	ɐ b ɾ ɐ s a l
abraçam	brazil	a b ɾ a s ɐ̃ w̃
abraçam	portugal	ɐ b ɾ ɐ s ɐ̃ w̃
abraçamos	portugal	ɐ b ɾ ɐ s a m u ʃ
abraçando	brazil	a b ɾ a s ɐ̃ d u
abraçando	portugal	ɐ b ɾ ɐ s ɐ̃ d u
abraçar	brazil	a b ɾ a s a x
abraçar	portugal	ɐ b ɾ ɐ s a ɾ
abraçara	portugal	ɐ b ɾ ɐ s a ɾ ɐ
abraçaram	brazil	a b ɾ a s a ɾ ɐ̃ w̃
abraçaram	portugal	ɐ b ɾ ɐ s a ɾ ɐ̃ w̃
abraçará	portugal	ɐ b ɾ ɐ s ɐ ɾ a
abraçava	portugal	ɐ b ɾ ɐ s a v ɐ
abraçavam	portugal	ɐ b ɾ ɐ s a v ɐ̃ w̃
abraço	portugal	ɐ β ɾ a s u
abraços	brazil	a b ɾ a s u s
abraços	portugal	ɐ β ɾ a s u s
abraçou	brazil	a b ɾ a s o w
abraçou	portugal	ɐ β ɾ a s o w
abraçá	portugal	ɐ b ɾ ɐ s a
abraçável	brazil	a b ɾ a s a v e w
abração	brazil	a b ɾ a s ɐ̃ w̃
abre	brazil	a b ɾ i
abre	portugal	ɐ b ɾ ɨ
abrem	brazil	a b ɾ ẽ j̃
abrem	portugal	ɐ β ɾ ɐ̃ j̃
abres	portugal	ɐ β ɾ ɨ ʃ
abreu	brazil	a b ɾ e w
abreu	portugal	ɐ β ɾ e w
abreulândia	brazil	a b ɾ e w l ɐ̃ dʒ j ɐ
abreulândia	portugal	ɐ β ɾ e w l ɐ̃ d i ɐ
abrevia	portugal	ɐ β ɾ ɨ v i ɐ
abreviada	portugal	ɐ β ɾ ɨ v j a ð ɐ
abreviadamente	portugal	ɐ β ɾ ɨ v i a ð ɐ m ẽ t ɨ
abreviadas	portugal	ɐ β ɾ ɨ v i a d ɐ ʃ
abreviado	portugal	ɐ β ɾ ɨ v j a ð u
abreviam	portugal	ɐ β ɾ ɨ v i ɐ̃ w̃
abreviamos	portugal	ɐ β ɾ ɨ v i a m u ʃ
abreviar	portugal	ɐ β ɾ ɨ v j a ɾ
abrevias	portugal	ɐ β ɾ ɨ v i ɐ ʃ
abreviasse	portugal	ɐ β ɾ ɨ v i a s ɨ
abreviatura	portugal	ɐ β ɾ ɨ v i ɐ t u ɾ ɐ
abreviação	brazil	a b ɾ ɛ v i a s ɐ̃ w̃
abreviação	portugal	ɐ β ɾ ɨ v i ɐ s ɐ̃ w̃
abreviemolo	portugal	ɐ β ɾ ɨ v i ɛ m o l u
abri	portugal	ɐ β ɾ i
abria	brazil	a b ɾ i ɐ
abria	portugal	ɐ β ɾ i ɐ
abriam	brazil	a b ɾ i ɐ̃ w̃
abriam	portugal	ɐ β ɾ i ɐ̃ w̃
abriase	portugal	ɐ β ɾ i a z ɨ
abricó	brazil+portugal	a b ɾ i k ɔ
abrideira	portugal	ɐ β ɾ i ð ɐ j ɾ ɐ
abriga	brazil	a b ɾ i ɡ ɐ
abriga	portugal	ɐ β ɾ i ɣ ɐ
abrigada	portugal	ɐ β ɾ i ɣ a ð ɐ
abrigadas	portugal	ɐ β ɾ i ɣ a ð ɐ ʃ
abrigado	brazil	a b ɾ i ɡ a d u
abrigado	portugal	ɐ β ɾ i ɣ a ð u
abrigados	portugal	ɐ β ɾ i ɣ a ð u ʃ
abrigal	portugal	ɐ β ɾ i ɣ a l
abrigam	portugal	ɐ β ɾ i ɣ ɐ̃ w̃
abrigamos	portugal	ɐ β ɾ i ɣ ɐ m u ʃ
abrigando	brazil	a b ɾ i ɡ ɐ̃ d u
abrigando	portugal	ɐ β ɾ i ɣ ɐ̃ d u
abrigar	brazil	a b ɾ i ɡ a x
abrigar	portugal	ɐ b ɾ i ɡ a ɾ
abrigar	portugal	ɐ β ɾ i ɣ a ɾ
abrigaram	portugal	ɐ β ɾ i ɣ a ɾ ɐ̃ w̃
abrigava	brazil	a b ɾ i ɡ a v ɐ
abrigava	portugal	ɐ β ɾ i ɣ a v ɐ
abrigo	brazil	a b ɾ i ɡ u
abrigo	portugal	ɐ β ɾ i ɣ u
abrigos	brazil	a b ɾ i ɡ u s
abrigos	portugal	ɐ β ɾ i ɣ u ʃ
abrigou	portugal	ɐ β ɾ i ɣ o w
abrigue	portugal	ɐ b ɾ i ɡ ɨ
abrigá	portugal	ɐ β ɾ i ɣ a
abril	brazil	a b ɾ i w
abril	portugal	ɐ b ɾ i l
abrilhanta	portugal	ɐ b ɾ i ʎ ɐ̃ t ɐ
abrimos	portugal	ɐ β ɾ i m u ʃ
abrindo	brazil	a b ɾ ĩ d u
abrindo	portugal	ɐ β ɾ ĩ d u
abrio	portugal	ɐ b ɾ i u
abrir	brazil	a b ɾ i x
abrir	portugal	ɐ β ɾ i ɾ
abrira	portugal	ɐ β ɾ i ɾ ɐ
abriram	brazil	a b ɾ i ɾ ɐ̃ w̃
abriram	portugal	ɐ β ɾ i ɾ ɐ̃ w̃
abrirei	portugal	ɐ β ɾ i ɾ ɐ j
abrirem	portugal	ɐ β ɾ i ɾ ɐ̃ j̃
abrires	portugal	ɐ β ɾ i ɾ ɨ ʃ
abriria	brazil	a b ɾ i ɾ i ɐ
abriria	portugal	ɐ β ɾ i ɾ i ɐ
abririam	portugal	ɐ β ɾ i ɾ i ɐ̃ w̃
abrirmos	portugal	ɐ β ɾ i ɾ m u ʃ
abrirá	brazil	a b ɾ i ɾ a
abrirá	portugal	ɐ β ɾ i ɾ a
abrirão	brazil	a b ɾ i x ɐ̃ w̃
abrirão	portugal	ɐ β ɾ i ɾ ɐ̃ w̃
abris	portugal	ɐ β ɾ i ʃ
abrisse	brazil	a b ɾ i s i
abrisse	portugal	ɐ β ɾ i s ɨ
abrissem	portugal	ɐ β ɾ i s ɐ̃ j̃
abriste	portugal	ɐ β ɾ i ʃ t ɨ
abristes	portugal	ɐ β ɾ i ʃ t ɨ ʃ
abriu	brazil	a b ɾ i w
abriu	portugal	ɐ β ɾ i w
abriuse	portugal	ɐ β ɾ i z ɨ
abro	portugal	ɐ β ɾ u
abroad	brazil	a b ɾ o w dʒ
abrochado	portugal	ɐ b ɾ o ʃ a ð u
abrochador	portugal	ɐ b ɾ o ʃ ɐ ð o ɾ
abrogado	portugal	ɐ b ɾ u ɣ a ð u
abrolham	portugal	ɐ b ɾ o ʎ ɐ̃ w̃
abrolhando	portugal	ɐ β ɾ ɔ ʎ ɐ̃ d u
abrolhavam	portugal	ɐ β ɾ ɔ ʎ a v ɐ̃ w̃
abrolhos	portugal	ɐ β ɾ ɔ ʎ u ʃ
abroquelar	portugal	ɐ b ɾ o c e l a ɾ
abrunho	portugal	ɐ β ɾ u ɲ u
abrupta	brazil	a b ɾ u p t a
abrupta	portugal	ɐ β ɾ u p t ɐ
abruptamente	brazil	a b ɾ u p i t a m ẽ t e
abruptamente	brazil	a b ɾ u p i t a m ẽ tʃ i
abruptamente	brazil	a b ɾ u p t a m ẽ t e
abruptamente	brazil	a b ɾ u p t a m ẽ tʃ i
abruptamente	portugal	ɐ β ɾ u p t ɐ m ẽ t ɨ
abruptas	portugal	ɐ β ɾ u p t ɐ ʃ
abrupto	brazil	a b ɾ u p t o
abrupto	brazil	a b ɾ u p t u
abrupto	portugal	ɐ β ɾ u p t u
abruptos	portugal	ɐ β ɾ u p t u ʃ
abrutada	portugal	ɐ β ɾ u t a ð ɐ
abrão	portugal	ɐ β ɾ ɐ̃ w̃
abs	portugal	ɐ b s
absalão	brazil	a b s a l ɐ̃ w̃
absconsa	portugal	ɐ b ʃ k õ s ɐ
absconsas	portugal	ɐ b ʃ k õ s ɐ ʃ
absconso	portugal	ɐ b ʃ k õ s u
abscôndito	portugal	ɐ b ʃ k õ d i t u
absenteísmo	brazil	a b s ẽ t e i z m u
absenteísmo	portugal	ɐ b s ẽ t i i ʒ m u
absinto	brazil	a b i s ĩ t u
absinto	brazil	a b s ĩ t u
absinto	portugal	ɐ b s ĩ t u
abso	portugal	ɐ b s u
absoluta	brazil	a b s o l u t ɐ
absoluta	portugal	ɐ b s u l u t ɐ
absolutamente	brazil	a b s o l u t ɐ m ẽ tʃ i
absolutamente	portugal	ɐ b s u l u t ɐ m ẽ t ɨ
absolutas	portugal	ɐ b s u l u t ɐ ʃ
absolutismo	portugal	ɐ b s u l u t i ʒ m u
absoluto	brazil	a b s o l u t u
absoluto	portugal	ɐ b s u l u t u
absolve	portugal	ɐ b s o l v ɨ
absolvel	portugal	ɐ b s u l v e w
absolvemos	portugal	ɐ b s u l v e m u ʃ
absolvendo	portugal	ɐ b s u l v ẽ d u
absolver	portugal	ɐ b s o l v e ɾ
absolvesse	portugal	ɐ b s o l v e s ɨ
absolvia	portugal	ɐ b s u l v i ɐ
absolvido	portugal	ɐ b s o l v i ð u
absolvição	portugal	ɐ b s u l v i s ɐ̃ w̃
absolvições	portugal	ɐ b s u l v i s õ j̃ ʃ
absolvê	portugal	ɐ b s u l v e
absonância	brazil+portugal	a b s o n ɐ̃ s j a
absorpção	portugal	ɐ b s o ɾ p s ɐ̃ w̃
absorta	portugal	ɐ b s ɔ ɾ t ɐ
absorto	portugal	ɐ b s o ɾ t u
absortos	portugal	ɐ b s o ɾ t u ʃ
absorve	portugal	ɐ b s u ɾ v ɨ
absorvem	portugal	ɐ b s u ɾ v ɐ̃ j̃
absorvendo	brazil	a b s o ɾ v ẽ d u
absorvendo	portugal	ɐ b s u ɾ v ẽ d u
absorvente	brazil	a b s o ɾ v ẽ tʃ i
absorvente	portugal	ɐ b s u ɾ v ẽ t ɨ
absorventes	portugal	ɐ b s u ɾ v ẽ t ɨ ʃ
absorver	brazil	a b s o ɾ v e x
absorver	portugal	ɐ b s u ɾ v e ɾ
absorveram	portugal	ɐ b s u ɾ v e ɾ ɐ̃ w̃
absorverá	brazil	a b s o ɾ v e ɾ a
absorvesse	portugal	ɐ b s u ɾ v ɛ s ɨ
absorveu	brazil	a b s o ɾ v e w
absorveu	brazil	a b s o ɾ v ɛ w
absorveu	portugal	ɐ b s u ɾ v e w
absorvi	portugal	ɐ b s u ɾ v i
absorvia	portugal	ɐ b s u ɾ v i ɐ
absorviam	portugal	ɐ b s u ɾ v i ɐ̃ w̃
absorvida	brazil	a b s o ɾ v i d ɐ
absorvida	portugal	ɐ b s u ɾ v i d ɐ
absorvido	brazil	a b s o ɾ v i d u
absorvido	portugal	ɐ b s u ɾ v i ð u
absorvidos	portugal	ɐ b s u ɾ v i ð u ʃ
absorvêra	portugal	ɐ b s u ɾ v e ɾ ɐ
absorvêssemos	portugal	ɐ b s u ɾ v e s e m u ʃ
absorção	brazil	a b s o x s ɐ̃ w̃
absorção	portugal	ɐ b s u ɾ s ɐ̃ w̃
absorções	portugal	ɐ b s u ɾ s õ j̃ ʃ
abstemo	portugal	ɐ b ʃ t e m u
abstemos	portugal	ɐ b ʃ t e m u ʃ
abstenção	brazil	a b s t ẽ s ɐ̃ w̃
abstenção	brazil	a b ʃ t ẽ s ɐ̃ w̃
abstenção	portugal	ɐ b ʃ t ẽ s ɐ̃ w̃
abster	brazil	a b s t e x
abster	portugal	ɐ b ʃ t ɛ ɾ
absteve	brazil	a b s t e v i
abstinencia	portugal	ɐ b ʃ t ɨ n ẽ s j a
abstinentes	portugal	ɐ b ʃ t ɨ n ẽ t ɨ ʃ
abstinha	portugal	ɐ b ʃ t i ɲ ɐ
abstinência	portugal	ɐ b ʃ t i n ẽ s j a
abstive	portugal	ɐ b ʃ t i v ɨ
abstracto	portugal	ɐ β ʃ t ɾ a k t u
abstracção	portugal	ɐ β ʃ t ɾ ɐ k s ɐ̃ w̃
abstrada	portugal	ɐ β ʃ t ɾ a ð ɐ
abstrahindo	portugal	ɐ β ʃ t ɾ a ĩ d u
abstraidamente	portugal	ɐ β ʃ t ɾ ɐ i ð ɐ m ẽ t ɨ
abstrair	portugal	ɐ β ʃ t ɾ ɐ i ɾ
abstrata	portugal	ɐ β ʃ t ɾ a t ɐ
abstratas	portugal	ɐ β ʃ t ɾ ɐ t ɐ ʃ
abstrato	portugal	ɐ β ʃ t ɾ a t u
abstratos	brazil	a b s t ɾ a t u s
abstratos	portugal	ɐ β ʃ t ɾ ɐ t u ʃ
abstração	brazil	a b s t ɾ a s ɐ̃ w̃
abstração	portugal	ɐ β ʃ t ɾ ɐ s ɐ̃ w̃
abstrações	portugal	ɐ β ʃ t ɾ ɐ s õ j̃ ʃ
abstraía	portugal	ɐ β ʃ t ɾ ɐ i ɐ
abstraíam	portugal	ɐ β ʃ t ɾ ɐ i ɐ̃ w̃
abstrusa	portugal	ɐ β ʃ t ɾ u z ɐ
abstrusas	portugal	ɐ β ʃ t ɾ u z ɐ ʃ
abstrusos	portugal	ɐ β ʃ t ɾ u z u ʃ
abstêmio	portugal	ɐ b ʃ t e m j u
absurda	brazil	a b s u x d ɐ
absurda	portugal	ɐ b s u ɾ ð ɐ
absurdamente	portugal	ɐ b s u ɾ ð ɐ m ẽ t ɨ
absurdas	brazil	a b s u x d ɐ s
absurdas	portugal	ɐ b s u ɾ ð ɐ ʃ
absurdo	brazil	a b s u x d u
absurdo	portugal	ɐ b s u ɾ ð u
absurdos	brazil	a b s u x d u s
absurdos	portugal	ɐ b s u ɾ ð u ʃ
abu	portugal	ɐ b u
abufando	portugal	ɐ β u f ɐ̃ d u
abunda	portugal	ɐ b ũ d ɐ
abundam	portugal	ɐ b ũ d ɐ̃ w̃
abundancia	portugal	ɐ b ũ d ɐ̃ s i ɐ
abundancias	portugal	ɐ b ũ d ɐ̃ s j ɐ ʃ
abundante	brazil	a b ũ d ɐ̃ tʃ i
abundante	portugal	ɐ b ũ d ɐ̃ t ɨ
abundantemente	brazil	a b ũ d ɐ̃ tʃ i m ẽ tʃ i
abundantemente	portugal	ɐ b ũ d ɐ̃ t ɨ m ẽ t ɨ
abundantes	brazil	a b ũ d ɐ̃ tʃ i s
abundantes	portugal	ɐ b ũ d ɐ̃ t ɨ ʃ
abundar	brazil	a b ũ d a x
abundar	portugal	ɐ b ũ d a ɾ
abundava	portugal	ɐ b ũ d a v ɐ
abundavam	portugal	ɐ b ũ d a v ɐ̃ w̃
abundância	brazil	a b ũ d ɐ̃ s j a
abundância	portugal	ɐ b ũ d ɐ̃ s j ɐ
abundâncias	portugal	ɐ b ũ d ɐ̃ s j ɐ ʃ
abunã	portugal	ɐ β u n ɐ̃
abusa	portugal	ɐ β u z ɐ
abusada	portugal	ɐ b u z a ð ɐ
abusadas	brazil	a b u z a d ɐ s
abusadas	portugal	ɐ b u z a ð ɐ ʃ
abusado	portugal	ɐ β u z a ð u
abusam	brazil	a b u z ɐ̃ w̃
abusam	portugal	ɐ β u z ɐ̃ w̃
abusando	portugal	ɐ β u z ɐ̃ d u
abusar	portugal	ɐ b u z a ɾ
abusar	portugal	ɐ β u z a ɾ
abusara	portugal	ɐ β u z a ɾ ɐ
abusasse	portugal	ɐ b u z a a s ɨ
abusava	portugal	ɐ β u z a v ɐ
abusavam	portugal	ɐ β u z a v ɐ̃ w̃
abuse	portugal	ɐ b u z i
abusei	portugal	ɐ b u z e j
abusiva	brazil	a b u z i v ɐ
abusiva	portugal	ɐ b u z i v ɐ
abusivamente	portugal	ɐ b u z i v ɐ m ẽ t ɨ
abusivas	brazil	a b u s i v ɐ s
abusivas	portugal	ɐ b u z i v ɐ ʃ
abusivo	portugal	ɐ b u z i v u
abusivos	portugal	ɐ b u z i v u ʃ
abuso	brazil	a b u s u
abuso	portugal	ɐ b u z u
abusos	brazil	a b u s u s
abusos	portugal	ɐ b u z u ʃ
abusou	portugal	ɐ b u z o w
abusões	portugal	ɐ b u z õ j̃ ʃ
abutre	brazil	a b u t ɾ i
abutre	portugal	ɐ β u t ɾ ɨ
abutres	portugal	ɐ β u t ɾ ɨ ʃ
abydos	portugal	a b a j ð u ʃ
abysmasse	portugal	a b a j ʒ m a s ɨ
abysmo	portugal	a b a j ʃ m u
abysmos	portugal	a b a j ʒ m u ʃ
abílio	brazil	a b i ʎ u
abílio	portugal	ɐ β i l j u
abóbada	portugal	ɐ β ɔ β ɐ ð ɐ
abóbadas	portugal	ɐ β ɔ β ɐ ð ɐ ʃ
abóbeda	portugal	ɐ β ɔ β ɨ ð ɐ
abóboda	portugal	ɐ β ɔ β u ð ɐ
abóbora	brazil	a b ɔ b o ɾ ɐ
abóbora	brazil	a b ɔ b u ɾ ɐ
abóbora	portugal	ɐ β ɔ β u ɾ ɐ
abóboras	brazil	a b ɔ b u ɾ ɐ s
abóboras	portugal	ɐ β ɔ β u ɾ ɐ ʃ
abúndskncia	portugal	ɐ b ũ d s k s j ɐ
ac	brazil	a s e
ac	portugal	ɐ c i
acaba	brazil	a k a b ɐ
acaba	portugal	ɐ k a β ɐ
acabada	brazil	a k a b a d ɐ
acabada	portugal	ɐ k ɐ β a ð ɐ
acabadas	portugal	ɐ k ɐ β a ð ɐ ʃ
acabado	brazil	a k a b a d u
acabado	portugal	ɐ k ɐ β a ð u
acabados	brazil	a k a b a d u s
acabados	portugal	ɐ k ɐ β a ð u ʃ
acabaes	portugal	ɐ k ɐ b a j s
acabai	portugal	ɐ k ɐ b a j
acabais	portugal	ɐ k ɐ b a j ʃ
